"press","date","title","summary","pressUrl","naverUrl","journalist","createdDate","updatedDate","body","category","commentCount","comments"
"한국경제TV","2023-01-31","""AI 디지털 교과서 도입""…교육주 일제히 '급등'","AI 디지털 교과서 도입 소식에 교육주가 일제히 강세다. 31일 오전 9시 18분 현재 아이비김영은 전 거래일 대비 270원(+11.44%) 오른 2,630원에 거래 중이다. YBM넷은 6.56%, NE능률은 5.00% 강세다. 이날 교육주의 강세는 교육부가 인공지능(AI) 기반 디지털 교과서 단계적 도입을 추진한다는 소식 때문으로 보인다....","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202301310058&t=NN","https://n.news.naver.com/mnews/article/215/0001080016?sid=101","홍헌표 기자","2023-01-31 09:22:20","2023-01-31 09:23:03","AI 디지털 교과서 도입 소식에 교육주가 일제히 강세다. 31일 오전 9시 18분 현재 아이비김영은 전 거래일 대비 270원(+11.44%) 오른 2,630원에 거래 중이다. YBM넷은 6.56%, NE능률은 5.00% 강세다. 이날 교육주의 강세는 교육부가 인공지능(AI) 기반 디지털 교과서 단계적 도입을 추진한다는 소식 때문으로 보인다. 지난 30일 장상윤 교육부 차관은 '디지털 기반 교육혁신 방안 수립을 위한 간담회'에서 ""올 하반기부터는 디지털 기반 교육체제 전환을 선도적으로 추진하는 교육청과 협력해 AI 기반 '코스웨어'(Course+Software)를 적용하는 모델학교를 운영하고, 학교 현장과 긴밀히 소통하며 우수모델을 만들어 나가겠다""고 말했다. 이어 ""디지털 교육이 현장에 안착되기 위해서는 선생님들의 다양한 시도와 참여가 무엇보다 중요하다""며 ""선생님들이 새로운 교육 방식을 경험하고 필요한 역량을 계발해 나갈 수 있도록 연수 프로그램을 마련하고 현장 적합도 높은 교수·학습 모델을 개발하는 등 다양한 지원을 강화하겠다""고 덧붙였다. 앞서 교육부는 이르면 2025년 학습결손까지 진단할 수 있는 AI 디지털 교과서 도입을 추진하는 내용 등을 담은 업무계획을 지난 5일 윤석열 대통령에게 보고했다. '코스웨어'는 이 과정에서 교육부가 내세운 개념으로, 교과서 안에 AI 기술 등을 탑재해 학생에게 필요한 콘텐츠를 제공하고 평가도 진행하게 한다는 것이다.","경제",1,"[{""nick"":""show****"",""date"":""2023-01-31 11:20"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""}]"
"핀포인트뉴스","2023-01-31","아이비김영, 주가 초 강세…교육부, AI 교과서 본격 도입 시동","","https://www.pinpointnews.co.kr/news/articleView.html?idxno=172383","",,,,,,,
"뉴시스","2023-01-30","교육부, 'AI 교과서' 추진…""하반기부터 모델학교 운영""","앞서 교육부는 이르면 2025년 학습결손까지 진단할 수 있는 AI 디지털 교과서 도입을 추진하는 내용 등을 담은 업무계획을 지난 5일 윤석열 대통령에게 보고했다. '코스웨어'는 이 과정에서 교육부가 내세운 개념으로, 교과서 안에 AI 기술 등을 탑재해 학생에게 필요한 콘텐츠를 제공하고 평가도 진행하게...","http://www.newsis.com/view/?id=NISX20230130_0002174738&cID=10205&pID=10200","https://n.news.naver.com/mnews/article/003/0011666024?sid=102","오제일 기자","2023-01-30 20:35:29","2023-01-30 20:36:07","기사내용 요약 차관, '디지털 기반 교육혁신 간담회' 개최 ""학교 현장과 소통하며 우수모델 만들 것"" ""연수 프로그램 마련 등 다양한 지원 강화"" [서울=뉴시스] 배훈식 기자 = 장상윤 교육부 차관이 30일 오후 서울 종로구 정부서울청사에서 디지털 교육전환 현장 간담회를 하고 있다. 2023.01.30. dahora83@newsis.com [서울=뉴시스] 오제일 기자 = 인공지능(AI) 기반 디지털 교과서 단계적 도입을 추진 중인 교육부가 하반기부터 선도 모델학교 운영에 나선다. 장상윤 교육부 차관은 30일 오후 4시 정부서울청사에서 열린 '디지털 기반 교육혁신 방안 수립을 위한 간담회' 모두발언을 통해 이같이 밝혔다. 장 차관은 ""올 하반기부터는 디지털 기반 교육체제 전환을 선도적으로 추진하는 교육청과 협력해 AI 기반 '코스웨어'(Course+Software)를 적용하는 모델학교를 운영하고, 학교 현장과 긴밀히 소통하며 우수모델을 만들어 나가겠다""고 말했다. 이어 ""디지털 교육이 현장에 안착되기 위해서는 선생님들의 다양한 시도와 참여가 무엇보다 중요하다""며 ""선생님들이 새로운 교육 방식을 경험하고 필요한 역량을 계발해 나갈 수 있도록 연수 프로그램을 마련하고 현장 적합도 높은 교수·학습 모델을 개발하는 등 다양한 지원을 강화하겠다""고 말했다. 앞서 교육부는 이르면 2025년 학습결손까지 진단할 수 있는 AI 디지털 교과서 도입을 추진하는 내용 등을 담은 업무계획을 지난 5일 윤석열 대통령에게 보고했다. '코스웨어'는 이 과정에서 교육부가 내세운 개념으로, 교과서 안에 AI 기술 등을 탑재해 학생에게 필요한 콘텐츠를 제공하고 평가도 진행하게 한다는 개념이다. 이 같은 교육부의 디지털 기반 교육혁신 추진 방향에는 간담회에 참석한 시도교육청 관계자, 교사 및 전문가 등이 공감했다고 한다. 다만, 디지털 시대에 맞는 새로운 교수·학습 모델을 현장과 함께 만들어 나가는 방식으로 정책을 추진할 필요가 있다는 의견이 나왔다고 교육부는 전했다. 2025년부터 도입될 디지털 교과서와 관련해서는 다양한 모델학교를 운영해 성과를 만들어낼 필요가 있다는 의견이 있었다. 다양한 연수 과정에 대한 적극적인 지원, 유·무선망에 대한 점검과 보강이 필요하다는 조언도 나왔다. 교육부는 이번 간담회를 통해 제안된 의견과 전문가 조언을 토대로 디지털 기반 교육혁신방안 과제들을 다듬어나갈 계획이다.","사회",1,"[{""nick"":""88na****"",""date"":""2023-02-04 17:28"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""}]"
"뉴스1","2023-01-30","교육부, 디지털 기반 교육체제 전환 위해 현장과 소통 시작","","https://www.news1.kr/articles/4937201","https://n.news.naver.com/mnews/article/421/0006600671?sid=102","이호승 기자","2023-01-30 09:49:21","2023-01-30 09:50:03","장상윤 차관, 교육청·전문가·전문기관 간담회 장상윤 교육부 차관이 29일 오후 서울 여의도 한국교육시설안전원에서 열린 시·도 부교육감 영상회의에서 모두발언하고 있다. 2023.1.29/뉴스1 ⓒ News1 이승배 기자 (서울=뉴스1) 이호승 기자 = 교육부는 30일 디지털 기반 교육혁신 방안에 대한 현장 의견을 수렴하기 위해 간담회를 개최한다. 장상윤 교육부 차관은 이날 오후 정부서울청사에서 시·도 교육청 및 전문기관 관계자, 학계 전문가 및 교사 등이 참석한 가운데 '디지털 기반 교육혁신 방안 수립을 위한 간담회'를 한다. 장 차관은 간담회에서는 디지털 기반 교육혁신 방안의 주요 추진 과제별로 교육 현장의 준비 상황과 애로사항 등 의견을 수렴하고 관계기관 및 전문가의 조언을 들을 예정이다. 현재 교육부가 검토 중인 과제는 디지털 교과서 개발, 모델학교 운영, 교원 연수 추진, 디지털 교수·학습 모형 개발, 체제(인프라) 구축 등이다. 장 차관은 ""학생 한 명 한 명을 소중한 인재로 키우기 위해서는 모든 학생이 자신의 학습 목표와 역량, 학습 속도에 맞는 교육 기회를 가질 수 있는 교육체제로 전환이 필요하며, 인공지능(AI) 등 첨단 기술은 이를 구현하기 위한 유용한 수단이 될 것""이라며 ""다양한 의견을 적극 수렴해 현장 체감도 높은 방안을 마련할 계획""이라고 말했다.","사회",0,"[]"
"대학저널","2023-01-30","교육부, 디지털 기반 교육체제 위한 간담회 연다","","https://dhnews.co.kr/news/view/1065585923124188","",,,,,,,
"머니S","2023-01-31","[특징주] 아이스크림에듀, 교육부, 'AI 교과서' 추진… 디지털 교과서 고도화 부각","앞서 교육부는 이르면 2025년 학습결손까지 진단할 수 있는 AI 디지털 교과서 도입을 추진하는 내용 등을 담은 업무계획을 지난 5일 윤석열 대통령에게 보고했다. '코스웨어'는 이 과정에서 교육부가 내세운 개념으로, 교과서 안에 AI 기술 등을 탑재해 학생에게 필요한 콘텐츠를 제공하고 평가도 진행하게...","http://moneys.mt.co.kr/news/mwView.php?no=2023013109273140977","https://n.news.naver.com/mnews/article/417/0000891027?sid=101","이지운 기자","2023-01-31 09:28:25","2023-01-31 09:29:03","인공지능(AI) 기반 디지털 교과서 단계적 도입을 추진 중인 교육부가 하반기부터 선도 모델학교 운영에 나선다는 소식에 아이스크림에듀의 주가가 상승세다. 31일 오전 9시27분 현재 아이스크림에듀는 전 거래일 대비 110원(2.34%) 오른 4810원에 거래되고 있다. 앞서 교육부는 이르면 2025년 학습결손까지 진단할 수 있는 AI 디지털 교과서 도입을 추진하는 내용 등을 담은 업무계획을 지난 5일 윤석열 대통령에게 보고했다. '코스웨어'는 이 과정에서 교육부가 내세운 개념으로, 교과서 안에 AI 기술 등을 탑재해 학생에게 필요한 콘텐츠를 제공하고 평가도 진행하게 한다는 개념이다. 2025년부터 도입될 디지털 교과서와 관련해서는 다양한 모델학교를 운영해 성과를 만들어낼 필요가 있다는 의견이 있었다. 다양한 연수 과정에 대한 적극적인 지원, 유·무선망에 대한 점검과 보강이 필요하다는 조언도 나왔다. 교육부는 이번 간담회를 통해 제안된 의견과 전문가 조언을 토대로 디지털 기반 교육혁신방안 과제들을 다듬어나갈 계획이다. 현재 아이스크림미디어는 AI 디지털 교과서 도입에 대비하고 있다. 아이스크림미디어가 개발한 학습 자료 플랫폼 '아이스크림'은 초등교사 90%가 이용할 정도로 학교 내에서 인지도가 높다. 아이스크림에듀는 그 유명세를 발판 삼아 홈스쿨링 사업을 꾸준히 확대해왔다.","경제",0,"[]"
"핀포인트뉴스","2023-01-31","웅진씽크빅, 주가 오름세 이어가…교육현장에 AI 디지털 교과서 도입 눈...","이번 상승세는 교육부가 하반기부터 인공지능(AI) 기반 디지털 교과서 선도 모델학교 운영을 시작한다는 소식에 따른 것으로 보인다. 지난 30일 장상윤 교육부 차관은 정부서울청사에서 열린 '디지털 기반 교육혁신 방안 수립을 위한 간담회' 모두발언에서 이같은 방침을 전했다. 장상윤 차관은 ""올...","https://www.pinpointnews.co.kr/news/articleView.html?idxno=172519","",,,,,,,
"매일신문","2023-01-30","장상윤 교육부 차관, 디지털 교육혁신 위해 머리 맞대","이를 위해 올해 초 업무보고에서 2025년 인공지능(AI) 기반 디지털 교과서 도입 계획을 밝히기도 했다. 이번 간담회에서는 '디지털 교과서 개발' 등 디지털 기반 교육혁신을 위해 검토 중인 과제별 교육 현장의 준비 상황과 의견을 수렴하고 전문가 조언을 들을 예정이다. 장상윤 교육부 차관은 ""모든 학생이...","https://www.imaeil.com/page/view/2023013010581903971","https://n.news.naver.com/mnews/article/088/0000795818?sid=004","윤정훈 기자","2023-01-30 12:15:01","2024-08-18 04:16:22","30일 오후 4시부터 정부서울청사에서 간담회 열어 디지털 교과서 개발, 모델학교 운영 등 과제별 현장 의견 수렴 장상윤 교육부 차관은 30일 정부서울청사에서 디지털 기반 교육혁신 방안 수립을 위해 현장 의견을 수렴하고자 간담회를 연다. 교육부는 디지털 시대에 대응해 모든 학생을 위한 맞춤형 교육 실현을 목표로 디지털 교육체제 전환을 추진하고 있다. 이를 위해 올해 초 업무보고에서 2025년 인공지능(AI) 기반 디지털 교과서 도입 계획을 밝히기도 했다. 이번 간담회에서는 '디지털 교과서 개발' 등 디지털 기반 교육혁신을 위해 검토 중인 과제별 교육 현장의 준비 상황과 의견을 수렴하고 전문가 조언을 들을 예정이다. 장상윤 교육부 차관은 ""모든 학생이 자신의 학습 목표와 역량, 학습 속도에 맞는 교육 기회를 가질 수 있는 교육체제로 전환이 필요하고 AI가 이를 위한 유용한 수단이 될 것""이라며 ""디지털 기반 교육체제로의 전환을 위해서는 교육 현장과의 소통 및 협업이 필수인 만큼 시도교육청, 교사와 전문가 등 다양한 의견을 적극 수렴해 현장 체감도 높은 방안을 마련하겠다""고 밝힐 예정이다.","",0,"[]"
"에듀프레스","2023-01-30","장상윤 차관, 디지털 기반 교육혁신 방안 관련 간담회","","http://www.edupress.kr/news/articleView.html?idxno=10002","",,,,,,,
"이데일리","2023-01-31","[특징주]교육부 '디지털 모델학교' 운영에…비대면 교육株 강세","이날 비대면 교육 관련 종목 전반이 장 초반부터 강세를 띠는 건, 교육부가 하반기부터 디지털 교과서 도입 등 디지털 기반 교육체제 전환을... 장상윤 교육부 차관은 간담회에서 “올 하반기부터 디지털 기반 교육체제 전환을 선도적으로 추진하는 교육청과 협력해 인공지능(AI) 기반...","http://www.edaily.co.kr/news/newspath.asp?newsid=01485846635483296","https://n.news.naver.com/mnews/article/018/0005415097?sid=101","김응태 기자","2023-01-31 09:22:01","2023-01-31 09:27:02","[이데일리 김응태 기자] 교육부가 디지털 기반 교육 체제 전환을 추진하면서 비대면 교육 관련주가 강세다. 31일 마켓포인트에 따르면 오전 9시17분 아이비김영(339950)은 11.02% 상승한 2620원에 거래되고 있다. YBM넷(057030)은 5.62% 상승한 4510원에 거래 중이다. NE능률(053290)은 5220원으로 4.4% 상승 중이다. 이날 비대면 교육 관련 종목 전반이 장 초반부터 강세를 띠는 건, 교육부가 하반기부터 디지털 교과서 도입 등 디지털 기반 교육체제 전환을 위한 선도 모델학교를 운영하기로 하면서다. 장상윤 교육부 차관은 간담회에서 “올 하반기부터 디지털 기반 교육체제 전환을 선도적으로 추진하는 교육청과 협력해 인공지능(AI) 기반 ‘코스웨어’(Course+Software)를 적용하는 모델학교를 운영하겠다”고 밝혔다.","경제",0,"[]"
