"press","date","title","summary","pressUrl","naverUrl","journalist","createdDate","updatedDate","body","category","commentCount","comments"
"뉴시스","2023-08-29","AI 교과서, 학생 학습시간·성취도 기록 수집한다","교육부는 이런 내용을 담은 'AI 디지털교과서 개발 가이드라인'을 29일 공개했다. 이번 가이드라인은 공교육 현장에서 쓰이는 'AI 디지털교과서'를 개발하기 위해 에듀테크 개발사와 교과서 발행사들이 지켜야 할 기본 지침이다. AI 교과서의 정의와 반드시 담겨야 할 서비스, 개발 절차와 구동을 위해 갖춰야 할...","http://www.newsis.com/view/?id=NISX20230829_0002429906&cID=10205&pID=10200","https://n.news.naver.com/mnews/article/003/0012056518?sid=102","김정현 기자","2023-08-29 12:01:09","2023-08-29 15:49:21","교육부, AI 디지털교과서 개발 가이드라인 발표 [서울=뉴시스] 이주호 사회부총리 겸 교육부 장관이 지난 6월8일 오후 서울 종로구 정부서울청사에서 AI 디지털교과서 추진 방안을 발표하고 있다. (사진=뉴시스DB). 2023.08.29. photo@newsis.com [세종=뉴시스]김정현 기자 = 오는 2025년부터 도입되는 '인공지능(AI) 디지털교과서'를 통해 학생의 학습시간, 성취도 자료를 개발사가 수집한다. 민감 정보인 만큼 강화된 보안 기준이 적용될 예정이며 중간·기말고사 등 평가 정보는 수집되지 않는다. 교육부는 이런 내용을 담은 'AI 디지털교과서 개발 가이드라인'을 29일 공개했다. 이번 가이드라인은 공교육 현장에서 쓰이는 'AI 디지털교과서'를 개발하기 위해 에듀테크 개발사와 교과서 발행사들이 지켜야 할 기본 지침이다. AI 교과서의 정의와 반드시 담겨야 할 서비스, 개발 절차와 구동을 위해 갖춰야 할 인프라 등을 명시하고 있다. 가이드라인은 AI 교과서를 '학생 개인의 능력과 수준에 맞는 다양한 맞춤형 학습 기회를 지원하고자 AI를 포함한 지능정보기술을 활용해 다양한 학습자료·지원 기능 등을 탑재한 소프트웨어'로 정의했다. 교육계에서는 이 때문에 학생의 학습 데이터를 어디까지 수집할 지가 관심이었다. AI가 맞춤형 학습 경로를 제공하려면 기계학습에 필요한 데이터를 수집해야 하지만 내밀한 개인정보이기 때문이다. [세종=뉴시스] 교육부 'AI 디지털교과서 개발 가이드라인' 중 필수 기능 10가지. (자료=교육부 제공). 2023.08.29. photo@newsis.com *재판매 및 DB 금지 가이드라인은 개발사가 AI 교과서 서비스를 고도화하고, 학생에게 개인화된 학습 경험을 제공하기 위한 목적으로 데이터를 수집할 수 있다고 밝혔다. 가이드라인에 명시되지 않았지만, 교육부는 수집할 수 있는 데이터로 개인별 학습 현황, 학업 성취도 등 '인지적 영역', 성취 목표와 교과 흥미도 등 '정의적 영역', 개인별 추천 콘텐츠 등을 예시도 들었다. 교육부 관계자는 ""국가수준 학업성취도 평가나 대학수학능력시험 등 데이터는 (공유되는 데이터 내역에) 없다""며 ""학습 현상을 분석하는 게 목적이지 평가 관련 데이터는 나이스(교육행정정보시스템, NEIS)에 저장하며 공유하지 않는다""고 설명했다. 발행사가 지켜야 할 '필수 준수사항'으로는 '자체적으로 학습 데이터를 수집하고 저장·관리하기 위한 체계를 갖출 것', '수집한 데이터를 데이터 허브에서 가공해서 제공할 수 있어야 함' 2가지를 규정했다. 발행사가 데이터를 수집하기 위해서는 관련법을 준수하고 익명화, 가명화 등 개인을 식별하지 못하도록 처리해야 한다는 규정도 함께 담았다. 특히 발행사는 학생의 학습 데이터를 쓰기 위해 수집 시점, 활용 목적, 범위, 기간 등에 대해 동의서를 통해 학생이나 학부모 동의를 얻도록 정했다. 발행사가 국가 수준의 데이터셋 마련을 위해 학습 데이터를 가공해 전송해야 한다는 의무도 담겼다. 국가 수준 학습 데이터셋은 학생들의 학습 분석을 위해 구성하는 일종의 자료 묶음이다. 학습시간, 콘텐츠 수행도, 학습계획 달성도, AI 교과서에서 제시하는 형성평가 성취도 등을 시 항목으로 들었다. *재판매 및 DB 금지 교육부는 엄격한 보안 기준도 설정했다고 밝혔다. AI 교과서는 학교를 벗어난 어느 공간에서나 접속하면 활용할 수 있도록 '클라우드'(SaaS) 기반의 웹 서비스 형태로 개발해야 한다고 정해졌다. 학생의 학적 정보가 활용되고 국가 데이터 허브와 연계되는 만큼 클라우드 보안인증(CSAP) '중' 등급 이상의 인프라와 SW를 활용하도록 규정했다. 이는 발행사가 학생들의 학적 정보, 학습 데이터 등이 안전하게 관리될 수 있도록 클라우드 보안인증 기준을 준수해 공공성을 확보해야 한다는 의미다. 교육부는 가이드라인을 통해 'AI 디지털교과서 검정심사 기준'은 다음달 6일 배포 예정이라고 밝혔다. 교육부는 오는 2025년 3월부터 초등학교 3~4학년, 중학교 1학년, 고등학교 1학년 수학·영어·정보 교과를 시작으로 2028년까지 초등 3학년 이상 주요 교과에 AI 디지털교과서를 도입할 계획이다．","사회",0,"[]"
"연합뉴스","2023-08-29","클라우드 기반 'AI 디지털교과서' 개발 본격화…맞춤형 학습지원","교육부 30일 'AI 디지털교과서 개발 지침'을 발표하고 다음 달부터 이러한 지침을 바탕으로 개발사들이 교과서 개발에 들어간다고 밝혔다. 민간이 자율성·창의성을 바탕으로 질 높은 교과서를 만들어 AI 기반의 '맞춤형 학습지원'을 할 수 있도록 학습데이터 수집·관리, 기반(인프라) 구축 등 핵심 기능에 대한...","https://www.yna.co.kr/view/AKR20230829053300530?input=1195m","https://n.news.naver.com/mnews/article/001/0014158021?sid=102","고유선 기자","2023-08-29 12:00:10","2023-08-29 12:02:18","교육부, 교과서 개발 지침 발표…학습정보 저장 보안인증기준 마련 (서울=연합뉴스) 고유선 기자 = 학생 개개인이 학업성취도에 맞는 콘텐츠를 공부할 수 있는 클라우드 기반의 인공지능(AI) 디지털교과서 개발이 본격화한다. 수학 AI 교과서 예시 시연 (서울=연합뉴스) 황광모 기자 = 8일 오후 서울 종로구 정부서울청사에서 열린 AI(인공지능) 디지털 교과서 적용 시연 회견에서 한국교육학술정보원 관계자가 'AI 똑똑수학탐험대'를 시연하고 있다. 2023.6.8 hkmpooh@yna.co.kr 교육부 30일 'AI 디지털교과서 개발 지침'을 발표하고 다음 달부터 이러한 지침을 바탕으로 개발사들이 교과서 개발에 들어간다고 밝혔다. 민간이 자율성·창의성을 바탕으로 질 높은 교과서를 만들어 AI 기반의 '맞춤형 학습지원'을 할 수 있도록 학습데이터 수집·관리, 기반(인프라) 구축 등 핵심 기능에 대한 지침을 마련했다고 교육부는 설명했다. 우선 교과서 개발사는 AI 디지털교과서를 클라우드(SaaS·서비스형 소프트웨어) 기반으로 제작해야 한다. 교육과정에 따라 다양한 AI 기능을 활용해 맞춤 학습을 지원할 수 있도록 기능 확장이 쉬운 클라우드 기반 서비스가 필요하기 때문이다. 또한 개발사는 자체적으로 학습데이터를 수집하고 저장하기 위한 체계를 갖춰야 한다. 학생들이 교과서를 활용하면서 쌓이는 각종 정보는 개발사가 자체적으로 활용해 개인별 학업성취도 분석, 콘텐츠 추천 등에 활용하게 된다. 진단평가 등 인지영역 정보와 학습시간·태도 등에 관한 정보는 국가 데이터 허브로도 전송된다. 교육부 관계자는 ""학습 데이터 일부를 국가 데이터 허브로 보내는 것은 국가 단위의 학습 수준 분석이 필요하기 때문""이라며 ""(학생이) 다른 교과서를 쓰게 될 때 학생 이력을 관리해줘야 하는 문제도 있어서 필요한 최소한의 데이터와 전송 주기를 갖고 저장소에 저장할 계획""이라고 설명했다. 안전한 정보 관리를 위해 교육부는 개발사가 데이터의 보안·정보보호를 위한 정책을 수립하고, 일정 수준의 보안인증(클라우드 보안인증 '중' 등급 이상)을 얻은 인프라(IaaS)와 소프트웨어를 사용하도록 했다. 서비스 대상자 규모에 따라 받아야 하는 개인정보보호 관련 인증도 획득해야 한다. 개발된 교과서는 2025학년도부터 초등학교 3∼4학년과 중1·고1 학생들이 수학·영어·정보 교과에서 활용하게 된다. 학생들은 학습 이해도와 특성 분석을 바탕으로 맞춤 학습경로와 콘텐츠를 제공받을 수 있고, 교사들은 맞춤형 수업 설계를 할 수 있게 될 것이라고 교육부는 전망했다. AI 디지털 교과서 추진 발표하는 이주호 부총리 (서울=연합뉴스) 황광모 기자 = 이주호 부총리 겸 교육부 장관이 8일 오후 서울 종로구 정부서울청사에서 열린 AI(인공지능) 디지털 교과서 추진방안을 발표하고 있다. 2023.6.8 hkmpooh@yna.co.kr 교육부는 한국교육학술정보원에 기술지원센터를 설치하고 개발사에 기술 상담(컨설팅)을 제공할 계획이다. 김연석 교육부 책임교육정책관은 ""개발사들은 지침을 참고해 다양하고 창의적인 교과서 개발에 힘써달라""며 ""교육부도 현장의 의견을 들으면서 양질의 교과서가 개발될 수 있도록 돕겠다""라고 밝혔다. cindy@yna.co.kr","사회",0,"[]"
"세계일보","2023-08-29","교육부, ‘AI디지털교과서’ 개발 9월부터 본격화","교육부는 29일 개발사를 위한 ‘AI 디지털교과서 개발 지침’을 발표했다. AI 디지털교과서는 디지털기기로 다양한 학습콘텐츠를 제공하는 교과서로, AI 기능을 접목해 수준별 학습이 가능하다. 교육부 전경. 연합뉴스 교육부는 2025년 초 3·4학년과 중1, 고1 교실에 우선 적용한 뒤 2028년까지 초3 이상 전 과목...","http://www.segye.com/newsView/20230829515831?OutUrl=naver","https://n.news.naver.com/mnews/article/022/0003850094?sid=102","김유나 기자","2023-08-29 19:17:04","2023-08-29 19:17:04","학습정보 수집 보안기준 마련 등 교육부, 핵심기능 관련 지침 발표 학생 한 명 한 명에게 맞춤형 학습이 가능한 인공지능(AI) 기반의 디지털교과서 개발이 다음 달부터 본격화된다. 교육부는 29일 개발사를 위한 ‘AI 디지털교과서 개발 지침’을 발표했다. AI 디지털교과서는 디지털기기로 다양한 학습콘텐츠를 제공하는 교과서로, AI 기능을 접목해 수준별 학습이 가능하다. 교육부 전경. 연합뉴스 교육부는 2025년 초 3·4학년과 중1, 고1 교실에 우선 적용한 뒤 2028년까지 초3 이상 전 과목(도덕·예체능 제외)에 AI 디지털교과서를 도입한다는 계획이다. 이번 지침에는 학습데이터 수집·관리, 기반 구축 등 AI 디지털교과서의 핵심 기능에 대한 내용이 담겼다. 개발사들은 지침을 바탕으로 9월부터 교과서 개발에 들어가게 된다. 지침에 따르면 개발사는 AI 디지털교과서를 클라우드(SaaS·서비스형 소프트웨어) 기반으로 제작해야 한다. 교육과정에 따라 다양한 AI 기능을 활용해 맞춤학습을 지원하려면 기능 확장이 쉬운 클라우드 기반 서비스가 필요해서다. 또 자체적으로 학습데이터를 수집하고 저장하는 체계를 갖춰야 한다. 학생들이 교과서를 활용하면서 쌓이는 정보는 개발사가 개인별 학업성취도 분석, 콘텐츠 추천 등에 활용할 수 있다. 진단평가 등 인지영역 정보와 학습시간·태도 등에 관한 정보는 국가 데이터 허브로도 전송된다. 교육부는 안전한 정보 관리를 위해 개발사가 데이터 보안·정보보호를 위한 정책을 수립하고, 일정 수준의 보안인증을 얻은 인프라와 소프트웨어를 사용하도록 했다. 교육부 관계자는 “한국교육학술정보원에 기술지원센터를 설치하고 개발사에 기술 상담을 제공할 것”이라며 “양질의 교과서가 개발될 수 있도록 지원하겠다”고 밝혔다.","사회",1,"[{""nick"":""best****"",""date"":""2023-08-29 19:40"",""content"":""ai sw기업에 주목 해야겠군요생성형 ai는... 제작비만 엄청들어가는 아직은 무리수 인가봅니다.. 역시 데이터 기반에 인간스스로 판단하는게 가장 적합한듯 합니다 ai기술에 발전을 기원합니다"",""recomm"":""0"",""unrecomm"":""0""}]"
"서울경제","2023-08-29","AI디지털교과서 2025년에 나온다","내후년부터 도입될 ‘인공지능(AI) 디지털교과서’에 대한 개발 가이드라인이 발표되면서 내달부터 각 개발사들의 AI 디지털교과서 제작이 본격화될 전망이다. 교육부는 지난 6월 발표한 ‘AI 디지털교과서 추진방안’의 후속 조치로서 ‘AI 디지털교과서 개발 지침’을 29일 발표했다. 개발 지침에 따르면 AI...","https://www.sedaily.com/NewsView/29TLG2FK0Z","https://n.news.naver.com/mnews/article/011/0004231460?sid=102","신중섭 기자","2023-08-29 12:16:05","2023-08-29 13:04:01","교육부, 개발 가이드라인 발표 클라우드 기반 웹서비스 형태 제공 내달 제작 본격화···내년 검정심사 이주호 부총리 겸 교육부 장관이 지난달 오후 서울 종로구 정부서울청사에서 열린 AI(인공지능) 디지털 교과서 추진방안을 발표하고 있다. 연합뉴스 [서울경제] 내후년부터 도입될 ‘인공지능(AI) 디지털교과서’에 대한 개발 가이드라인이 발표되면서 내달부터 각 개발사들의 AI 디지털교과서 제작이 본격화될 전망이다. 교육부는 지난 6월 발표한 ‘AI 디지털교과서 추진방안’의 후속 조치로서 ‘AI 디지털교과서 개발 지침’을 29일 발표했다. 개발 지침에 따르면 AI 디지털교과서는 유연한 AI 기능 확장을 통한 핵심 서비스 구현을 위해 클라우드(SaaS) 기반의 웹 서비스 형태로 개발되며, 개발사는 자체적으로 학습데이터를 수집하고 저장하기 위한 체계를 갖춰야 한다. 학생들이 교과서를 활용하면서 쌓이는 각종 데이터는 개발사가 자체적으로 활용해 개인별 학업성취도 분석, 콘텐츠 추천 등에 활용된다. 진단평가 등 인지영역 정보와 학습시간·태도 등에 관한 데이터는 국가 데이터 허브로도 전송된다. 이에 따라 교육부는 개발 지침에도 보안인증 기준 관련 준수 사항 등을 제시하고 개발사가 학생들의 학적 정보 및 학습 데이터 등을 안전하게 관리할 수 있도록 했다. 교육부는 한국교육학술정보원에 기술지원센터를 설치하고 개발사에 기술표준 관련 안내 등 기술상담(컨설팅)을 제공해 AI 디지털교과서가 원활하게 개발될 수 있도록 지원할 계획이다. 개발 지침이 마련됨에 따라 개발사들은 내달 부터 AI 디지털교과서 개발에 본격 돌입한다. 교육부는 내년 6월 검정심사와 6개월간의 현장적합성 검토를 진행할 계획이다. AI 디지털 교과서는 2025년 3월 수학·영어·정보·국어(특수교육) 교과에 우선 도입되며. 2028년 국어·사회·역사·과학·기술·가정 등 전 과목에 확대 도입될 예정이다. 김연석 책임교육정책관은 “개발사들은 개발 지침을 참고하여 다양하고 창의적인 교과서 개발에 힘써 주시길 바란다”며 “교육부에서도 현장의 의견을 지속해서 청취하며 양질의 AI 디지털교과서가 개발될 수 있도록 아낌없이 지원하겠다”고 밝혔다.","사회",0,"[]"
"뉴스1","2023-08-29","""AI교과서 이렇게 만들어야""…교육부, 개발 가이드라인 공개","교육부는 이 같은 내용을 담은 'AI디지털교과서 개발 지침'을 29일 발표했다. 개발 지침에는 각 개발사가 구현해야 할 AI교과서 핵심 서비스가 담겨있다. 학생 대상으로는 AI기술을 활용한 학습 데이터 수집·분석을 통해 개별 학생의 학습 진단·분석, 최적의 학습 경로·콘텐츠 추천 등 서비스가 들어가도록...","https://www.news1.kr/articles/5154212","https://n.news.naver.com/mnews/article/421/0007015901?sid=102","서한샘 기자","2023-08-29 12:00:00","2023-08-29 12:01:12","학습 진단·분석, 개별화 학습 지원 제공…클라우드 기반 제작 원천 데이터, '국가 데이터 허브'로 전송…9월부터 본격 개발 이주호 사회부총리 겸 교육부 장관이 AI 디지털 교과서 추진방안 브리핑을 하고 있다. /뉴스1 ⓒ News1 김명섭 기자 (서울=뉴스1) 서한샘 기자 = 2025년 도입을 앞둔 인공지능(AI) 디지털교과서는 학생의 학습 진단·분석은 물론 개별화된 학습 지원 기능을 제공하는 등 '보조교사' 역할을 수행해야 한다. 또 각 발행사는 학습 데이터 수집·관리·전송 체계를 갖춰야 한다. 교육부는 이 같은 내용을 담은 'AI디지털교과서 개발 지침'을 29일 발표했다. 개발 지침에는 각 개발사가 구현해야 할 AI교과서 핵심 서비스가 담겨있다. 학생 대상으로는 AI기술을 활용한 학습 데이터 수집·분석을 통해 개별 학생의 학습 진단·분석, 최적의 학습 경로·콘텐츠 추천 등 서비스가 들어가도록 했다. 교사 대상으로는 학생별 학습 정보를 제공해 맞춤 수업설계·학습 관리를 지원하고, 교사가 학습 콘텐츠를 수업별로 재구성·추가할 수 있도록 하는 등 '보조교사' 역할을 수행해야 한다. 또 학생·학부모·교사가 학생 데이터 분석 결과를 바탕으로 소통을 활성화할 수 있는 교육 환경을 조성해야 한다. AI교과서는 통합인증체계로 제공된다. 하나의 계정으로 AI교과서 포털과 각 발행사의 교과서를 이용할 수 있는 것이다. 교육부는 통합인증체계 연계 안내서와 시범서비스, 기술지원 등을 제공할 예정이다. AI디지털교과서 핵심 서비스. (교육부 제공) 인프라 측면에서 AI교과서는 클라우드 기반 웹서비스 형태로 제작돼야 한다. 또 학생의 학적정보가 활용되고 국가 데이터 허브와 연계되는 만큼 클라우드 보안인증은 '중 등급' 이상의 인프라(IaaS)와 소프트웨어(SaaS)를 사용해야 한다. 데이터 수집·관리·전송 체계도 갖춰야 한다. 발행사는 자체적으로 학습데이터를 수집·저장하는 체계를 갖춰 개인별 학습 현황, 학업성취도, 성취 목표, 교과 흥미도 등 학습 분석 정보를 제공해야 한다. AI교과서에서 발생하는 학습 성취, 학습 시간·태도 등 원천 데이터는 가공을 거쳐 '국가 데이터 허브'로 전송해야 한다. 전송된 데이터는 국가 수준의 학습 분석, 통합 대시보드 제공 등에 활용될 예정이다. 이 같은 지침을 바탕으로 개발사들은 다음달부터 본격적으로 AI교과서 개발에 돌입한다. 이후 내년 6월 검정심사와 6개월간의 현장적합성 검토를 거쳐 2025년 3월 수학·영어·정보·국어(특수교육) 교과에 AI교과서를 우선 도입한다. 국어·사회·역사·과학·기술·가정 등 전 과목 확대 도입 시기는 2028년으로 예정돼있다.","사회",1,"[{""nick"":""88na****"",""date"":""2023-09-13 13:20"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""}]"
"노컷뉴스","2023-08-29","클라우드 기반 'AI 디지털교과서' 개발 본격화…맞춤형 학습지원","교육부 29일 'AI 디지털교과서 개발 지침'을 발표하고 9월부터 이러한 지침을 바탕으로 개발사들이 교과서 개발에 들어간다고 밝혔다. 민간이 자율성·창의성을 바탕으로 질 높은 교과서를 만들어 AI 기반의 '맞춤형 학습지원'을 할 수 있도록 학습데이터 수집·관리, 인프라 구축 등 핵심 기능에 대한 지침을...","https://www.nocutnews.co.kr/news/6002570","https://n.news.naver.com/mnews/article/079/0003806740?sid=102","박종환 기자","2023-08-29 15:49:01","2023-08-29 15:49:01","연합뉴스 학생 개개인이 학업성취도에 맞는 콘텐츠를 공부할 수 있는 클라우드 기반의 인공지능(AI) 디지털교과서 개발이 본격화한다. 교육부 29일 'AI 디지털교과서 개발 지침'을 발표하고 9월부터 이러한 지침을 바탕으로 개발사들이 교과서 개발에 들어간다고 밝혔다. 민간이 자율성·창의성을 바탕으로 질 높은 교과서를 만들어 AI 기반의 '맞춤형 학습지원'을 할 수 있도록 학습데이터 수집·관리, 인프라 구축 등 핵심 기능에 대한 지침을 마련했다고 교육부는 설명했다. 교과서 개발사는 맞춤형 학습지원을 하는데 기능 확장이 쉬운 클라우드(SaaS·서비스형 소프트웨어) 기반으로 AI 디지털교과서를 제작해야 한다. 또한 개발사는 자체적으로 학습데이터를 수집하고 저장하기 위한 체계를 갖춰야 한다. 학생들이 교과서를 활용하면서 쌓이는 각종 정보는 개발사가 자체적으로 활용해 개인별 학업성취도 분석, 콘텐츠 추천 등에 활용하게 된다. AI 디지털교과서에서 발생하는 학습 원천 데이터는 데이터세트로 가공된 후 국가 데이터 허브로 전송되며, 전송받은 데이터는 국가 수준 학습분석, 통합 대시보드 제공 등에 활용된다. 교육부는 클라우드 보안을 위해 교과서 개발사가 일정 수준의 보안인증(클라우드 보안인증 '중' 등급 이상)을 얻은 인프라(IaaS)와 소프트웨어를 사용하도록 했다. 학생들은 학습 이해도와 특성 분석을 바탕으로 최적의 학습경로와 콘텐츠를 제공받을 수 있고, 교사들은 맞춤형 수업 설계를 할 수 있게 될 것이라고 교육부는 전망했다. 교육부는 한국교육학술정보원에 기술지원센터를 설치하고 개발사에 기술표준 안내 등 기술상담(컨설팅)을 제공해 AI 디지털교과서가 원활하게 개발될 수 있도록 지원할 계획이다. 교육부 김연석 책임교육정책관은 ""개발사들은 개발지침을 참고해 다양하고 창의적인 교과서 개발에 힘써 달라""며 ""교육부도 현장의 의견을 들으면서 양질의 교과서가 개발될 수 있도록 돕겠다""고 밝혔다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요. 이메일 : jebo@cbs.co.kr 카카오톡 : @노컷뉴스 사이트 : https://url.kr/b71afn","사회",0,"[]"
"파이낸셜뉴스","2023-08-29","AI디지털교과서 개발 본격화…개발사 가이드라인 공개","개발사들은 이 지침에 따라 오는 9월부터 AI디지털교과서 개발에 본격 돌입할 전망이다. 교육부는 29일 AI디지털교과서 개발지침을 발표했다. 이번 지침은 지난 6월 발표한 AI디지털교과서 추진방안의 후속 조치로 마련됐다. 개발 지침은 AI 기반 맞춤형 학습 지원이 구현되도록 학습데이터 수집·관리, 인프라...","http://www.fnnews.com/news/202308291250590722","https://n.news.naver.com/mnews/article/014/0005063801?sid=102","윤홍집 기자","2023-08-29 12:53:01","2023-08-29 12:53:01","이주호 부총리 겸 교육부 장관이 지난 6월 서울 종로구 정부서울청사에서 열린 AI(인공지능) 디지털 교과서 추진방안을 발표하고 있다. 연합뉴스 [파이낸셜뉴스] 교육부가 2025년부터 도입되는 인공지능(AI) 디지털교과서 개발을 위한 가이드라인을 공개했다. 개발사들은 이 지침에 따라 오는 9월부터 AI디지털교과서 개발에 본격 돌입할 전망이다. 교육부는 29일 AI디지털교과서 개발지침을 발표했다. 이번 지침은 지난 6월 발표한 AI디지털교과서 추진방안의 후속 조치로 마련됐다. 개발 지침은 AI 기반 맞춤형 학습 지원이 구현되도록 학습데이터 수집·관리, 인프라 구축 등 핵심 기능을 중심으로 구성됐다. 또한 클라우드 기반으로 개발되는 점을 고려해 보안인증 기준 관련 준수 사항을 제시하고, 개발사가 학생들의 학적 정보나 학습 데이터 등을 안전하게 관리할 수 있도록 했다. AI디지털교과서의 핵심은 학생 개인의 능력과 수준에 맞는 다양한 맞춤 학습 기회 지원하는 것이다. 이를 위해 개발사는 개별 학생의 강·약점, 학습 태도 등을 다각도로 진단하고 분석 결과를 제공하는 교과서를 만들어야 한다. 아울러 학생들의 학습 이해도와 특성 분석을 바탕으로 개인의 능력, 목표에 맞춘 최적의 학습 경로도 추천해야 한다. 교육부는 안전한 정보 관리를 위해 개발사가 데이터의 보안·정보보호를 위한 정책을 수립하고, 일정 수준의 보안인증을 얻은 인프라와 소프트웨어를 사용하도록 했다. 서비스 대상자 규모에 따라 받아야 하는 개인정보보호 관련 인증도 획득하도록 했다. 발행사는 자체적으로 학습데이터를 수집하고 저장하기 위한 체계를 반드시 갖추어야 한다. AI디지털교과서에서 발생하는 학습데이터를 자체적으로 활용해 교과에 특화된 학습 분석 정보도 제공해야 한다. 데이터의 보안 및 정보보호를 위한 데이터 관리 정책도 수립해야 한다. AI 디지털교과서에서 발생하는 학습 원천 데이터는 데이터셋으로 가공한 후 국가 데이터 허브로 전송하도록 한다. 개발된 교과서는 2025학년도부터 초등학교 3∼4학년과 중1·고1 학생들이 수학·영어·정보 교과에서 활용하게 된다. 교육부는 앞으로 한국교육학술정보원에 기술지원센터를 설치하고 개발사에 기술표준 관련 컨설팅을 제공할 예정이다. 김연석 책임교육정책관은 ""개발사들은 개발 지침을 참고하여 다양하고 창의적인 교과서 개발에 힘써 주시길 바란다""라며 ""교육부에서도 현장의 의견을 지속해서 청취하며 양질의 인공지능(AI) 디지털교과서가 개발될 수 있도록 아낌없이 지원하겠다""고 말했다.","사회",0,"[]"
"전자신문","2023-08-29","교육부, AI 디지털교과서 개발 가이드라인 발표 [숏잇슈]","교육부가 지난 6월 발표한 'AI 디지털교과서 추진방안' 후속으로 30일 'AI 디지털교과서 개발 가이드라인'을 발표합니다. 이에 따라 개발사들은 9월부터 AI 디지털교과서 개발에 본격 돌입할 전망입니다. 교육부는 AI 디지털 교과서 개발 가이드라인에 민간이 자율성과 창의성을 바탕으로 다양하고 질...","https://www.etnews.com/20230829000277","https://n.news.naver.com/mnews/article/030/0003130446?sid=105","김명희 기자","2023-08-29 15:45:01","2023-11-08 16:10:34","교육부가 지난 6월 발표한 'AI 디지털교과서 추진방안' 후속으로 30일 'AI 디지털교과서 개발 가이드라인'을 발표합니다. 이에 따라 개발사들은 9월부터 AI 디지털교과서 개발에 본격 돌입할 전망입니다. 교육부는 AI 디지털 교과서 개발 가이드라인에 민간이 자율성과 창의성을 바탕으로 다양하고 질 높은 AI 디지털교과서를 개발, 'AI 기반 맞춤형 학습지원'을 구현할 수 있도록 학습데이터 수집 및 관리, 인프라 구축 등에 관한 사항을 담았습니다. 교육부는 유연한 AI 기능의 확장을 통한 핵심 서비스 구현을 위해 클라우드 기반(SaaS)으로 개발하도록 하고, 교과서 발행사는 학생의 학적 정보 및 학습 데이터 등이 안전하게 관리될 수 있도록 클라우드 보안인증 기준을 준수해 공공성을 확보하도록 했습니다. 학생의 학적정보가 활용되고 국가 데이터 허브와 연계돼 클라우드 보안인증(CSAP) '중' 등급 이상의 인프라(IaaS)와 SW(SaaS)를 사용하도록 했습니다. ※[숏잇슈]는 'Short IT issue'의 준말로 AI가 제작한 숏폼 형식의 뉴스입니다.","IT",1,"[{""nick"":""hide****"",""date"":""2023-08-29 16:50"",""content"":""교육부야 정신 좀 차려라. 현장체험학습에 대한 조치가 엉망이라 가지도 못하게 해놓고 대책 다 냈다하는 주제에 무슨 ai디지털 교과서냐? 지난 지능형 나이스 때문에 아직도 고통 받는데, 이 고통을 학생들에게 전가하려고 노력하냐?"",""recomm"":""0"",""unrecomm"":""0""}]"
"아시아투데이","2023-08-29","'AI 디지털교과서' 나온다…9월부터 본격 개발","교육부, 인공지능(AI) 디지털교과서 개발 지침 발표 학습데이터 수집 및 관리, 기반 구축 등 핵심 기능과 클라우드 보안인증 교과서 개발사, 9월부터 내년 5월까지 개발 학생 개인의 능력과 수준에 맞는 맞춤형 학습을 지원하는 인공지능(AI) 디지털교과서 개발이 본격화한다.29일 교육부 'AI 디지털교과서 개발...","https://www.asiatoday.co.kr/view.php?key=20230829010015524","",,,,,,,
"브릿지경제","2023-08-29","교육부, 'AI 디지털교과서 개발 지침' 발표","교육부, 'AI 디지털교과서 개발 지침' 발표 교육부는 ‘인공지능(AI) 디지털교과서 개발 지침’을 바탕으로, 개발사들이 올해 9월부터 디지털교과서 개발에 나선다고 29일 밝혔다.이번 지침은 지난 6월 공개한 AI 디지털교과서 추진 방안의 후속 조치로 마련됐다.개발 지침을 살펴보면 민간이 자율성·창의성을...","https://www.viva100.com/main/view.php?key=20230829010008396","",,,,,,,
