"press","date","title","summary","pressUrl","naverUrl","journalist","createdDate","updatedDate","body","category","commentCount","comments"
"경향신문","2024-07-31","[정동칼럼]디지털 교과서 정책이 말하지 않는 사실","이미 “AI 디지털 교과서 도입 소식이 에듀테크 시장에 호재로 작용하고 있다”거나 “에듀테크 시장에 훈풍이 불고 있다”는 전망이 시장에 나돌고 있다. 한국의 에듀테크 산업이 성장하는 것은 반가운 일이지만, 이것이 공공성과 교육적 가치에 역행하는 것은 아닌지 제대로 된 검토와 성찰이 필요하다....","https://www.khan.co.kr/opinion/column/article/202407312048015","https://n.news.naver.com/mnews/article/032/0003312181?sid=110","한숭희 서울대 교육학과 교수","2024-07-31 20:50:18","2024-07-31 20:50:18","| 한숭희 서울대 교육학과 교수 교육부가 내년 전면 도입을 목표로 내건 인공지능 디지털 교과서에 대한 논란이 뜨겁다. 교육 전문가들은 최소한 속도라도 늦추라고 권고하고 있지만, 교육부는 좀처럼 수용하려고 들지 않는다. 일방적인 의대 정원 증원이 몰고온 파장만큼이나 이번 디지털 교과서 정책의 후폭풍도 만만치 않을 듯하다. 이 사업의 핵심은 2025학년도부터 초등학교 3·4학년, 중학교 1학년, 고등학교 1학년의 영어·수학·정보 과목에 디지털 교과서를 적용하고, 이를 통해 인공지능을 활용한 학생 맞춤형 교육을 실현하겠다는 것이다. 화려한 수사들에도 불구하고 이 사업에는 몇 가지 깊은 검토가 필요한 문제들이 있다. 첫째, 교육부가 말하는 인공지능이란 우리가 흔히 생각하는 GPT 등 거대언어모델(LLM)이 아니다. 그보다 훨씬 단순한 논리에 기반한다. 즉 학생들의 문제풀이 행동을 통해 데이터를 수집하고 축적하고, 그로부터 추출되는 알고리즘을 통해 학생들의 오답 패턴을 예측하고 오답률을 줄여가려는 것이다. 그런데 오답 데이터를 수집하기 위한 수업은 당연히 수많은 정답 찾기 문제풀이의 반복일 수밖에 없다. 실제 이번 여름 수행된 선도교사 연수에서 활용된 프로토타입도 대부분 문제풀이와 그 오답 분석 과정으로 채워져 있었다. 사실 오답률이란 근대 공장제 체계에서 표준화된 생산품의 불량률을 점검하던 방식에서 유래한 것이다. 오답률을 중심에 둔 교육은 교육을 정답을 향한 폐쇄적 지식체계 전수과정으로 보고, 학교를 불량률(오답률)을 줄이는 표준화 지식생산기지로 이해한다. 이런 관점은 우리가 지향하는 개방적이고 창의적인 미래교육의 가치와 정면으로 충돌한다. 최근 경제협력개발기구(OECD)도 미래교육의 핵심은 문제풀이를 넘어 창의력과 비판적 능력 등을 포함한 “답 없는 질문들”을 다루는 일이어야 한다고 말하지만, 우리의 교육은 여전히 정답주의-객관식 시험-수능-서열화-학력사회로 연결되는 쳇바퀴에만 머물러 있다. 둘째, 디지털 교과서 개발 과정에 참여하는 에듀테크들이 주로 사교육 업체들과의 협력을 통해 구축한 데이터와 알고리즘을 활용하고 있으며, 프로토콜을 개발하는 초기 단계에서 교육 전문가나 학교 교사들의 참여는 거의 없었다. 그 결과, 사교육 시장의 학습 관리 방법이 별다른 거름 장치 없이 ‘디지털 교과서’라는 이름으로 학교에 들어오게 되며, 학생들은 마치 공장 노동자들의 과학적 행동관리 방식인 테일러리즘을 연상시키는 시험 중심 학습관리장치들에 의해 관리받게 된다. 시험 점수 향상을 위해 이미 학원가에서는 이런 기능을 탑재한 학습기제들이 사용되고 있는데, 주로 문제풀이 과정을 관리하며, 오답 관리 기능을 제공하고, 전용 앱 대시보드에서 자동 채점, 풀이 기록, 필기를 한눈에 확인할 수 있는 기능들이 탑재되어 있다. 교육부가 강조하는 ‘맞춤형 교육’의 실제가 대체로 이런 것이다. 셋째, 이번 디지털 교과서 사업은 그 ‘교육적 효과’ 여부를 떠나 에듀테크-사교육 산업의 시장가치와 산업 생태계를 확장시킬 것이다. 어쩌면 이것이 신자유주의 경제학자인 이주호 장관이 기대하는 디지털 교과서 사업의 주요 효과일지도 모른다. 이미 “AI 디지털 교과서 도입 소식이 에듀테크 시장에 호재로 작용하고 있다”거나 “에듀테크 시장에 훈풍이 불고 있다”는 전망이 시장에 나돌고 있다. 한국의 에듀테크 산업이 성장하는 것은 반가운 일이지만, 이것이 공공성과 교육적 가치에 역행하는 것은 아닌지 제대로 된 검토와 성찰이 필요하다. 인공지능 에듀테크 산업을 키운다고 하면서 그 대가로 정작 학생들을 폐쇄적 표준화 문제풀이 수업에 가두어버려서는 안 된다. 또한 학교가 단순히 에듀테크들이 제공하는 학습 플랫폼의 프로그램들을 ‘구독’하는 사용자이자 데이터 제공자임과 동시에 비용 지불자로 전락하게 해서도 안 된다. 요컨대 향후 디지털 교과서의 가장 큰 과제는 ‘답 없는 개방된 질문들’을 생성하고 스스로 답하게 만드는 창의적 학습을 지원하는 인공지능 알고리즘을 개발해내는 것이다. 이것은 많은 시간을 필요로 하며, 서둘러서 될 일이 아니다. 현재 문제풀이 중심의 학습분석을 무리하게 모든 과목에 적용할 경우 얻는 것보다 잃는 것이 많다. 특히 영어 과목의 경우, 지금까지 문제풀이와 오답 분석 방식으로 영어를 학습해온 폐해가 어떠했는지 우리는 너무도 잘 알고 있다. 같은 잘못을 ‘인공지능’이라는 허상으로 가려서는 안 된다. 만약 반드시 실행해야 한다면, 2025년에는 수학 과목 정도만 실행하면서 그 효과를 분석해보는 것을 제안한다. 2026년 이후의 계획은 유보하는 결단이 필요하다. 한숭희 서울대 교육학과 교수","오피니언",14,"[{""nick"":""soor****"",""date"":""2024-07-31 23:23"",""content"":""좋은 글 감사합니다. 급속한추진에 부담스럽고, 문제풀이 위주로 가는 수업의 도입에 회의감이 듭니다.ㅠㅜ"",""recomm"":""9"",""unrecomm"":""1""},{""nick"":""dolo****"",""date"":""2024-08-01 00:10"",""content"":""학교현장에 가봐라. 디지털교과서 찬성하는 사람 거의없다. 제발 현장의 모습을 살피고 귀기울이고 보여주기식이 아닌 아이들 교육이 효과적일수 있는 본질에 충실한 지원과 정책을 했으면 좋겠다."",""recomm"":""5"",""unrecomm"":""0""},{""nick"":""on_t****"",""date"":""2024-07-31 23:50"",""content"":""맞습니다. 지금 커뮤니티나 sns, 기사 댓글을 보면 교육 전문가, 정신건강의학과, 학부모 그 누구하나 찬성하는 사람을 본적이 없는데 이걸 이렇게 성급하게 도입해야하나 생각이 듭니다."",""recomm"":""4"",""unrecomm"":""0""},{""nick"":""pooh****"",""date"":""2024-07-31 23:59"",""content"":""정확한 지적입니다. 초등교사로서 우려하는바와 일치합니다. 아이들에게 필요한 도구의 하나일뿐이고 오히려 기초기본 학습능력에는 방해가 될뿐인데 교육부가 그 의도가 의심될만큼 무리하게 밀어붙이고 있습니다. 이주호 장관과 에듀테그 업체와의 연관성을 잉명전 청문회에서 그야말로 변죽만 울리고 제대로 캐내지 못했던게 영 찝찝합니닫"",""recomm"":""4"",""unrecomm"":""1""},{""nick"":""ehor****"",""date"":""2024-12-12 14:56"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""hijo****"",""date"":""2024-08-15 23:18"",""content"":""누구를 위한 정책인걸까요???왜 우리의 소리는 듣지도 않는건지!!! 종이책을 만드는 비용 절감이라는 부분…. 보고서 작성한다고 쓰는 용지나 줄이세요 책을 만드는데 비용이라는 걸 갖다대다니……정말 슬픕니다"",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""choi****"",""date"":""2024-08-03 21:58"",""content"":""와! 진짜 좋은 칼럼이다! 우리 교육의 문제점을 정확히 알게 해줌! 아울러 지금의 교육공무원들이 얼마나 구시대적으로 사고하는지도 알게 해줌!"",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""ajaa****"",""date"":""2024-08-02 01:09"",""content"":""200프로 동감합니다. 교육부 제발 스탑해주세요"",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""cork****"",""date"":""2024-08-01 12:04"",""content"":""4차 산업혁명은 정답이 없는 문제를 푸는 것과 마찬가진데, 현재 교육 방침인 틀린 문제에 대해 단순히 정답을 맞추도록 하는 거는 큰 의미가 없다고 보입니다. 차라리 레고 블록 갖고 노는 게 단순한 문제풀이를 반복하는 것보다 추후 인공지능 진로를 잡았을 때 더 도움이 될 것 같군요."",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""theb****"",""date"":""2024-08-01 09:14"",""content"":""논리가 기초 교육은 학원을 다녀야 한다로 보여서 매우 불편하네요. 학교에서 기초 교육은 잘 끝내고, 개인적으로 각자가 적성과 취미에 맞는 것들을 사적으로 해결하면 좋겠습니다. 지금 처럼 아뭇것도 안 가르치는 학교가 과연 옳은 건가요?"",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""art2****"",""date"":""2024-08-01 00:21"",""content"":""이지성 작가님의 에이트를 읽어보세요 제발"",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""pooh****"",""date"":""2024-07-31 23:57"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""khal****"",""date"":""2024-07-31 21:57"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""},{""nick"":""khal****"",""date"":""2024-07-31 21:57"",""content"":"""",""recomm"":""0"",""unrecomm"":""0""}]"
"뉴시스","2024-07-30","엘리스그룹·진주교대, 디지털교과서 지원 업무협약 체결","인공지능(AI) 교육 솔루션 기업 엘리스그룹은 지난 26일 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 양 기관은 ▲AI 디지털교과서 활용 연수 추진 및 교육 지원 ▲AI...","https://www.newsis.com/view/NISX20240730_0002831071","https://n.news.naver.com/mnews/article/003/0012697308?sid=102","권안나 기자","2024-07-30 11:19:10","2024-07-30 11:20:30","디지털교과서 활용 연수·공동연구 등 추진 [서울=뉴시스] 엘리스그룹과 진주교육대학교가 지난 26일 업무 협약을 체결했다. (왼쪽 세번째부터) 김성규 진주교육대학교 총장, 김재원 엘리스그룹 대표. 2024.07.30. (사진=엘리스그룹 제공) *재판매 및 DB 금지 [서울=뉴시스]권안나 기자 = 인공지능(AI) 교육 솔루션 기업 엘리스그룹은 지난 26일 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 양 기관은 ▲AI 디지털교과서 활용 연수 추진 및 교육 지원 ▲AI 디지털교과서 및 AI 교육에 대한 공동연구 및 기술 지원 ▲AI 디지털교과서 및 AI 교육에 대한 정보 및 의견 공유 등에 상호 협력할 예정이다. 향후 진행될 교사 및 예비 교사 교육에는 엘리스그룹의 공교육 전용 AI 코스웨어 '엘리스스쿨LXP'가 활용된다. 엘리스스쿨LXP는 클라우드 기반 서비스형 소프트웨어(SaaS) 교육 플랫폼이다. 자체 개발한 교육 특화 소형언어모델 기반 AI 챗봇 'AI헬피'가 적용됐다. 엘리스그룹은 지난해 중등 영어·정보 교과목 AI 디지털교과서 프로토타입을 성공적으로 개발했다. 올해는 초·중등 국어 교과목 AI 디지털교과서 프로토타입 개발사로 선정돼 AI 디지털교과서 연구 개발 역량을 강화하고 있다. 지난해에는 학생들의 소프트웨어(SW)∙AI 역량 강화를 위한 디지털새싹 사업에 참여하며 교원 대상 온∙오프라인 연수를 지속하는 등 교실에서의 디지털 전환을 위한 활동을 다각도로 전개 중이다. 김재원 엘리스그룹 대표는 ""엘리스그룹은 미래 AI 시대에 우리나라가 경쟁력을 키워 나갈 수 있도록 AI 교육 솔루션 개발, 다양한 연령대 및 목적에 따른 AI 교육 운영 등 AI 기술을 기반으로 한 혁신을 주도하고 있다""며 ""이번 협약을 통해 미래 인재 양성을 위해 가장 큰 역할을 할 초등 교사 및 예비 교사들의 디지털 역량을 강화하고, AI 디지털교과서로 다양한 수업을 운영할 수 있도록 적극 지원하겠다""고 전했다.","사회",0,"[]"
"디지털타임스","2024-07-30","엘리스그룹, AI 디지털교과서 활용 연수 지원","2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사·예비 교사의 디지털 역량을 강화하고, 인재를 양성하기 위해서다. 양 기관은 △AI 디지털 교과서 활용 연수 추진·교육 지원 △AI 디지털교과서·AI 교육에 대한 공동연구·기술 지원 △AI 디지털교과서·AI 교육에 대한 정보 및 의견 공유...","https://www.dt.co.kr/contents.html?article_no=2024073002109931065009&ref=naver","https://n.news.naver.com/mnews/article/029/0002891571?sid=105","김영욱 기자","2024-07-30 16:55:00","2024-07-30 16:56:18","진주교육대와 업무협약...초등·예비 교사 디지털 역량 강화 엘리스그룹이 26일 경남 진주 진주교육대학교와 업무협약을 맺었다. 김성규(사진 왼쪽에서 3번째) 총장과 김재원(사진 오른쪽에서 3번째) 엘리스그룹 대표가 관계자들과 함께 기념촬영하고 있다. 엘리스그룹 제공 엘리스그룹이 교사와 예비 교사들의 인공지능(AI) 디지털교과서 활용 연수 지원에 나선다. 엘리스그룹은 지난 26일 진주교육대학교와 업무협약을 체결했다. 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사·예비 교사의 디지털 역량을 강화하고, 인재를 양성하기 위해서다. 양 기관은 △AI 디지털 교과서 활용 연수 추진·교육 지원 △AI 디지털교과서·AI 교육에 대한 공동연구·기술 지원 △AI 디지털교과서·AI 교육에 대한 정보 및 의견 공유 등에 상호 협력할 예정이다. 향후 진행될 교육에는 엘리스그룹의 공교육 전용 AI 코스웨어 '엘리스스쿨LXP'가 활용될 예정이다. 엘리스스쿨LXP는 클라우드 기반 서비스형소프트웨어(SaaS) 교육 플랫폼으로 자체 개발한 교육 특화 소형언어모델 기반 AI 챗봇 'AI헬피'가 적용돼 교육자와 학생 모두에게 차별화된 교육 경험을 제공한다. 엘리스그룹은 지난해 중등 영어·정보 교과목 AI 디지털교과서 프로토타입을 성공적으로 개발했다. 올해에는 초·중등 국어 교과목 AI 디지털교과서 프로토타입 개발사로 선정되며 AI 디지털교과서 연구 개발에 대한 역량을 강화하고 있다. 아울러 작년부터 학생들의 SW·AI 역량 강화를 위한 디지털새싹 사업 참여, 교원 대상 온?오프라인 연수를 지속하며 교실에서의 디지털 전환을 위한 활동을 다각도로 전개 중이다. 김재원 엘리스그룹 대표는 ""엘리스그룹은 미래 AI 시대에 우리나라가 경쟁력을 키워 나갈 수 있도록 AI 교육 솔루션 개발, 다양한 연령대, 목적에 따른 AI 교육 운영 등 AI 기술을 기반으로 한 혁신을 주도하고 있다""며 ""이번 협약을 통해 미래 인재 양성을 위해 가장 큰 역할을 할 초등교사와 예비 교사들의 디지털 역량을 강화하고, AI 디지털교과서로 다양한 수업을 운영할 수 있도록 적극 지원하겠다""고 전했다.","IT",0,"[]"
"지디넷코리아","2024-07-30","엘리스그룹-진주교대, 교사 디지털 역량 강화 힘 모은다","AI 교육 솔루션 기업 엘리스그룹(대표 김재원)은 지난 26일 진주교육대학교와 교사·예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다. 진주교육대학교는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어...","https://zdnet.co.kr/view/?no=20240730093406","https://n.news.naver.com/mnews/article/092/0002340140?sid=105","백봉삼 기자","2024-07-30 09:51:12","2024-07-30 09:51:12","AI 디지털교과서 활용 교육 상호협력 AI 교육 솔루션 기업 엘리스그룹(대표 김재원)은 지난 26일 진주교육대학교와 교사·예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다. 진주교육대학교는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사·예비 교사의 디지털 역량을 강화하고, 인재를 양성하기 위해 마련됐다. 양 기관은 ▲AI 디지털 교과서 활용 연수 추진 및 교육 지원 ▲AI 디지털교과서 및 AI 교육에 대한 공동연구 및 기술 지원 ▲AI 디지털교과서 및 AI 교육에 대한 정보 및 의견 공유 등에 상호 협력할 예정이다. 왼쪽에서 세 번째 김성규 진주교육대학교 총장, 왼쪽에서 네 번째 김재원 엘리스그룹 대표 향후 진행될 교사 및 예비 교사 교육에는 엘리스그룹의 공교육 전용 AI 코스웨어 '엘리스스쿨LXP'가 활용될 예정이다. 엘리스스쿨LXP는 클라우드 기반 서비스형 소프트웨어(SaaS) 교육 플랫폼이다. 자체 개발한 교육 특화 소형언어모델 기반 AI 챗봇 'AI헬피'가 적용돼 교육자와 학생 모두에게 차별화된 교육 경험을 제공한다. 엘리스그룹은 지난해 중등 영어·정보 교과목 AI 디지털교과서 프로토타입을 성공적으로 개발한 데 이어, 올해에는 초·중등 국어 교과목 AI 디지털교과서 프로토타입 개발사로 선정됐다. 이를 통해 AI 디지털교과서 연구 개발에 대한 역량을 강화하고 있다. 또 2023년부터 학생들의 SW·AI 역량 강화를 위한 디지털새싹 사업에 참여, 교원 대상 온·오프라인 연수를 지속하며 교실에서의 디지털 전환을 위한 활동을 다각도로 전개 중이다. 엘리스그룹 김재원 대표는 ""엘리스그룹은 미래 AI 시대에 우리나라가 경쟁력을 키워 나갈 수 있도록 AI 교육 솔루션 개발, 다양한 연령대 및 목적에 따른 AI 교육 운영 등 AI 기술을 기반으로 한 혁신을 주도하고 있다""며 ""이번 협약을 통해 미래 인재 양성을 위해 가장 큰 역할을 할 초등 교사 및 예비 교사들의 디지털 역량을 강화하고, AI 디지털교과서로 다양한 수업을 운영할 수 있도록 적극 지원하겠다""고 말했다.","IT",0,"[]"
"매일경제","2024-07-30","교사 대상 AI 디지털교과서 활용 교육....엘리스그룹, 진주교대와 업무협약","AI교육 공동 연구도 진행 인공지능(AI) 교육 솔루션 기업 엘리스그룹은 지난 26일 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에...","https://www.mk.co.kr/article/11080259","https://n.news.naver.com/mnews/article/009/0005342513?sid=105","고민서 기자","2024-07-30 10:54:08","2024-07-30 10:54:08","AI교육 공동 연구도 진행 김성규 진주교육대학교 총장(왼쪽 세 번째)과 김재원 엘리스그룹 대표(왼쪽 네 번째) 및 관계자들이 업무협약 이후 기념촬영을 하고 있다. 향후 엘리스그룹은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량 강화에 힘을 실을 계획이다. <사진=엘리스그룹> 인공지능(AI) 교육 솔루션 기업 엘리스그룹은 지난 26일 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량을 강화하고, 인재를 양성하기 위해 마련됐다. 양 기관은 △AI 디지털 교과서 활용 연수 추진 및 교육 지원 △AI 디지털교과서 및 AI 교육에 대한 공동연구 및 기술 지원 △AI 디지털교과서 및 AI 교육에 대한 정보 및 의견 공유 등에 상호 협력할 예정이다. 향후 진행될 교사 및 예비 교사 교육에는 엘리스그룹의 공교육 전용 AI 코스웨어 ‘엘리스스쿨LXP’가 활용될 예정이다. 엘리스스쿨LXP는 클라우드 기반 서비스형소프트웨어(SaaS) 교육 플랫폼으로 자체 개발한 교육 특화 소형언어모델 기반 AI 챗봇 ‘AI헬피’가 적용돼 교육자와 학생 모두에게 차별화된 교육 경험을 제공한다. 엘리스그룹은 지난해 중등 영어·정보 교과목 AI 디지털교과서 프로토타입을 성공적으로 개발한 데 이어, 올해에는 초·중등 국어 교과목 AI 디지털교과서 프로토타입 개발사로 선정되며 AI 디지털교과서 연구 개발에 대한 역량을 강화하고 있다. 또한 지난해부터 학생들의 소프트웨어(SW)·AI 역량 강화를 위한 디지털새싹 사업에 참여, 교원 대상 온·오프라인 연수를 지속하며 교실에서의 디지털 전환을 위한 활동을 다각도로 전개 중이다. 김재원 엘리스그룹 대표는 “엘리스그룹은 미래 AI 시대에 우리나라가 경쟁력을 키워 나갈 수 있도록 AI 교육 솔루션 개발, 다양한 연령대 및 목적에 따른 AI 교육 운영 등 AI 기술을 기반으로 한 혁신을 주도하고 있다”면서 “이번 협약을 통해 미래 인재 양성을 위해 가장 큰 역할을 할 초등 교사 및 예비 교사들의 디지털 역량을 강화하고, AI 디지털교과서로 다양한 수업을 운영할 수 있도록 적극 지원하겠다”고 전했다.","IT",0,"[]"
"뉴스핌","2024-07-30","엘리스그룹·진주교대, AI 디지털교과서 활용 교사 연수 협력","양 기관은 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원에 협력할 예정이다. 특히 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량을 강화하고, 인재를 양성할 계획이다. 구체적으로 AI 디지털 교과서 활용 연수 추진 및 교육 지원, AI 디지털교과서...","https://www.newspim.com/news/view/20240730000657","",,,,,,,
"디지털데일리","2024-07-30","엘리스그룹-진주교대, AI 디지털교과서 연수 지원 협약 체결","AI 교육 솔루션 기업 엘리스그룹이 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및...","https://www.ddaily.co.kr/page/view/2024073015500324602","https://n.news.naver.com/mnews/article/138/0002178816?sid=105","이건한 기자","2024-07-30 16:20:09","2024-07-30 16:20:09","엘리스그룹과 진주교육대학교가 업무 협약을 체결했다. 왼쪽에서 세 번째는 김성규 진주교육대학교 총장, 왼쪽에서 네 번째가 김재원 엘리스그룹 대표. [ⓒ 엘리스그룹] [디지털데일리 이건한 기자] AI 교육 솔루션 기업 엘리스그룹이 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무협약을 체결했다고 30일 밝혔다. 진주교대는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량을 강화하고 인재를 양성하기 위해 마련됐다. 향후 진행될 교육에는 엘리스그룹의 공교육 전용 AI 코스웨어 '엘리스스쿨LXP'가 활용될 예정이다. 엘리스스쿨LXP는 클라우드 기반 SaaS(서비스형 소프트웨어) 교육 플랫폼이며 자체 개발한 교육 특화 소형언어모델 기반 AI 챗봇 'AI헬피'가 적용돼 있다. 엘리스그룹은 지난해 중등 영어∙정보 교과목 AI 디지털교과서 프로토타입을 성공적으로 개발한 데 이어, 올해에는 초∙중등 국어 교과목 AI 디지털교과서 프로토타입 개발사로 선정되며 AI 디지털교과서 연구 개발 역량을 강화하고 있다. 또한 2023년부터 학생들의 SW∙AI 역량 강화를 위한 디지털새싹 사업 참여, 교원 대상 온∙오프라인 연수를 지속하며 교실에서의 디지털 전환을 위한 활동을 다각도로 전개 중이다. 김재원 엘리스그룹 김재원 대표는 ""엘리스그룹은 미래 AI 시대에 대한민국이 경쟁력을 키워 나갈 수 있도록 AI 교육 솔루션 개발, 다양한 연령대 및 목적에 따른 AI 교육 운영 등 AI 기술 기반의 혁신을 주도해 나갈 것""이라고 말했다.","IT",0,"[]"
"IT조선","2024-07-30","엘리스그룹, 진주교대와 교사 디지털 역량 강화 위해 협력","인공지능(AI) 교육 솔루션 기업 엘리스그룹은 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 진주교육대학교는 경남 지역의 유일한 초등교사 양성기관이다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을...","https://it.chosun.com/news/articleView.html?idxno=2023092120481","",,,,,,,
"헬로티","2024-07-30","엘리스그룹, 진주교대와 디지털교과서 활용 교육 협력","엘리스그룹은 지난 26일 진주교육대학교와 교사 및 예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다고 30일 밝혔다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량을 강화하고 인재를 양성하기 위해 마련됐다....","https://www.hellot.net/news/article.html?no=92103","",,,,,,,
"조선에듀","2024-07-30","진주교대-엘리스그룹, 교사 디지털 역량 강화 위한 업무 협약 체결","장희주 조선에듀 기자 | 진주교육대학교가 AI 교육 솔루션 기업 ㈜엘리스그룹와 지난 26일 교사·예비 교사들의 AI 디지털교과서 활용 연수 지원을 위한 업무 협약을 체결했다. 이번 업무협약은 2025년 AI 디지털교과서 도입에 따라 변화하는 교실을 이끌어 갈 교사 및 예비 교사의 디지털 역량을 강화하고...","https://edu.chosun.com/site/data/html_dir/2024/07/30/2024073080037.html","",,,,,,,
